KO	Gene_identification	A	B	C	D
K15635	apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	Pathway module	Carbohydrate and lipid metabolism	Central carbohydrate metabolism	Gluconeogenesis, oxaloacetate => fructose-6P
K02334	dpo; DNA polymerase bacteriophage-type [EC:2.7.7.7]	NA	NA	NA	NA
K01300	CPB2; carboxypeptidase B2 [EC:3.4.17.20]	NA	NA	NA	NA
K04517	tyrA2; prephenate dehydrogenase [EC:1.3.1.12]	Pathway module	Nucleotide and amino acid metabolism	Aromatic amino acid metabolism	Tyrosine biosynthesis, chorismate => tyrosine
K18928	lldE; L-lactate dehydrogenase complex protein LldE	NA	NA	NA	NA
K05896	scpA; segregation and condensation protein A	NA	NA	NA	NA
K10475	KBTBD8; kelch repeat and BTB domain-containing protein 8	NA	NA	NA	NA
K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	Pathway module	Energy metabolism	Carbon fixation	Reductive citrate cycle (Arnon-Buchanan cycle)
K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	Pathway module	Carbohydrate and lipid metabolism	Central carbohydrate metabolism	Citrate cycle (TCA cycle, Krebs cycle)
K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	Pathway module	Carbohydrate and lipid metabolism	Central carbohydrate metabolism	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	Structural complex	Energy metabolism	ATP synthesis	Fumarate reductase, prokaryotes
K13066	E2.1.1.68, COMT; caffeic acid 3-O-methyltransferase [EC:2.1.1.68]	Pathway module	Secondary metabolism	Biosynthesis of secondary metabolites	Monolignol biosynthesis, phenylalanine / tyrosine  => monolignol
K08019	RAPGEF5; Rap guanine nucleotide exchange factor 5	NA	NA	NA	NA
K17224	soxB; sulfur-oxidizing protein SoxB	Pathway module	Energy metabolism	Sulfur metabolism	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate
K08580	CAPN11; calpain-11 [EC:3.4.22.-]	NA	NA	NA	NA
K00483	hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]	NA	NA	NA	NA
K15694	RNF43; RING finger protein 43 [EC:2.3.2.27]	NA	NA	NA	NA
K07979	ytrA; GntR family transcriptional regulator	NA	NA	NA	NA
K02052	ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein	Structural complex	Environmental information processing	Mineral and organic ion transport system	Putative spermidine/putrescine transport system [BR:ko02000]
K02907	RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30	Structural complex	Genetic information processing	Ribosome	Ribosome, bacteria
K02907	RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30	Structural complex	Genetic information processing	Ribosome	Ribosome, archaea
K10501	ZBTB20, HOF, DPZF; zinc finger and BTB domain-containing protein 20	NA	NA	NA	NA
K10296	FBXO10; F-box protein 10	NA	NA	NA	NA
K02032	ABC.PE.A1; peptide/nickel transport system ATP-binding protein	Structural complex	Environmental information processing	Peptide and nickel transport system	Peptides/nickel transport system
K13966	SERPINB11_12; serpin B11/12	NA	NA	NA	NA
K01677	E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]	Pathway module	Energy metabolism	Carbon fixation	Reductive citrate cycle (Arnon-Buchanan cycle)
K01677	E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]	Pathway module	Energy metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle
K01677	E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]	Pathway module	Energy metabolism	Carbon fixation	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate
K01677	E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]	Pathway module	Carbohydrate and lipid metabolism	Central carbohydrate metabolism	Citrate cycle (TCA cycle, Krebs cycle)
K01677	E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]	Pathway module	Carbohydrate and lipid metabolism	Central carbohydrate metabolism	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
K15067	amnD; 2-aminomuconate deaminase [EC:3.5.99.5]	NA	NA	NA	NA
K17839	PAO4, PAO3, PAO2; polyamine oxidase [EC:1.5.3.17 1.5.3.-]	NA	NA	NA	NA
K03956	NDUFA11; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 11	Structural complex	Energy metabolism	ATP synthesis	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex
K05831	lysK, argE; LysW-gamma-L-lysine/LysW-L-ornithine carboxypeptidase	Pathway module	Nucleotide and amino acid metabolism	Lysine metabolism	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine
K05831	lysK, argE; LysW-gamma-L-lysine/LysW-L-ornithine carboxypeptidase	Pathway module	Nucleotide and amino acid metabolism	Arginine and proline metabolism	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine
K00179	iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	NA	NA	NA	NA
K14484	IAA; auxin-responsive protein IAA	NA	NA	NA	NA
K02347	dpx; DNA polymerase (family X)	NA	NA	NA	NA
K11409	HDAC9; histone deacetylase 9 [EC:3.5.1.98]	NA	NA	NA	NA
K12023	TRIM47; tripartite motif-containing protein 47	NA	NA	NA	NA
K19007	AGPAT5; lysophosphatidiate acyltransferase [EC:2.3.1.51]	NA	NA	NA	NA
K11720	lptG; lipopolysaccharide export system permease protein	Structural complex	Environmental information processing	ABC-2 type and other transport systems	Lipopolysaccharide export system
K06692	PSMD5; 26S proteasome non-ATPase regulatory subunit 5	NA	NA	NA	NA
K18989	vexF; multidrug efflux pump	Structural complex	Environmental information processing	Drug efflux transporter/pump	Multidrug resistance, efflux pump VexEF-TolC
K05787	hupA; DNA-binding protein HU-alpha	NA	NA	NA	NA
K06586	ITGA10; integrin alpha 10	NA	NA	NA	NA
K10496	ZBTB9; zinc finger and BTB domain-containing protein 9	NA	NA	NA	NA
K00629	GPAT1_2; glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]	Pathway module	Carbohydrate and lipid metabolism	Lipid metabolism	Triacylglycerol biosynthesis
K08664	PRSS8; prostasin [EC:3.4.21.-]	NA	NA	NA	NA
K19490	DMRT3; doublesex- and mab-3-related transcription factor 3	NA	NA	NA	NA
K02194	ccmB; heme exporter protein B	Structural complex	Environmental information processing	ABC-2 type and other transport systems	Heme transport system
K13707	ABHD15; abhydrolase domain-containing protein 15	NA	NA	NA	NA
K16765	CEP78; centrosomal protein CEP78	NA	NA	NA	NA
K15619	SPINT1; Kunitz-type protease inhibitor 1	NA	NA	NA	NA
K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase	NA	NA	NA	NA
K00625	E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]	Pathway module	Energy metabolism	Carbon fixation	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate
K00625	E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]	Pathway module	Energy metabolism	Methane metabolism	Methanogenesis, acetate => methane
K06200	cstA; carbon starvation protein	NA	NA	NA	NA
K04935	KCNV2; potassium channel subfamily V member 2	NA	NA	NA	NA
K02404	flhF; flagellar biosynthesis protein FlhF	NA	NA	NA	NA
K08637	CPA4; carboxypeptidase A4 [EC:3.4.17.-]	NA	NA	NA	NA
K03764	metJ; MetJ family transcriptional regulator, methionine regulon repressor	NA	NA	NA	NA
K11875	PSMG1, DSCR2, PAC1; proteasome assembly chaperone 1	NA	NA	NA	NA
K04288	S1PR1, EDG1, CD363; sphingosine 1-phosphate receptor 1	NA	NA	NA	NA
K05774	phnN; ribose 1,5-bisphosphokinase [EC:2.7.4.23]	NA	NA	NA	NA
K04923	KCNK15; potassium channel subfamily K member 15	NA	NA	NA	NA
K00433	cpo; non-heme chloroperoxidase [EC:1.11.1.10]	NA	NA	NA	NA
K09011	cimA; D-citramalate synthase [EC:2.3.1.182]	Pathway module	Nucleotide and amino acid metabolism	Branched-chain amino acid metabolism	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
K14726	SLC9A10_11; solute carrier family 9 (sodium/hydrogen exchanger), member 10/11	NA	NA	NA	NA
K09305	HOX_5; homeobox protein HoxA/B/C5	NA	NA	NA	NA
K10054	PML, TRIM19; probable transcription factor PML	NA	NA	NA	NA
K02539	MCL1; myeloid leukemia cell differntiation protein MCL-1	NA	NA	NA	NA
K06919	K06919; putative DNA primase/helicase	NA	NA	NA	NA
K04256	OPN3; c-opsin	NA	NA	NA	NA
K15598	thiY; putative hydroxymethylpyrimidine transport system substrate-binding protein	Structural complex	Environmental information processing	Mineral and organic ion transport system	Putative hydroxymethylpyrimidine transport system
K18222	ARSE; arylsulfatase E [EC:3.1.6.-]	NA	NA	NA	NA
K04994	MCOLN3; mucolipin 3	NA	NA	NA	NA
K01804	araA; L-arabinose isomerase [EC:5.3.1.4]	NA	NA	NA	NA
K18738	HEK2, KHD1; heterogeneous nuclear rnp K-like protein 2	NA	NA	NA	NA
K11065	tpx; thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]	NA	NA	NA	NA
K02309	DBF4; regulatory subunit for Cdc7p protein kinase	NA	NA	NA	NA
K15783	doeA; ectoine hydrolase	NA	NA	NA	NA
K13418	SERK1; somatic embryogenesis receptor kinase 1 [EC:2.7.10.1 2.7.11.1]	NA	NA	NA	NA
K15142	MED29; mediator of RNA polymerase II transcription subunit 29	NA	NA	NA	NA
K03588	ftsW, spoVE; cell division protein FtsW	NA	NA	NA	NA
K04882	KCNAB1; potassium voltage-gated channel Shaker-related subfamily A, beta member 1	NA	NA	NA	NA
K10584	UBE2U; ubiquitin-conjugating enzyme E2 U [EC:2.3.2.23]	NA	NA	NA	NA
K07909	RAB17; Ras-related protein Rab-17	NA	NA	NA	NA
K10974	codB; cytosine permease	NA	NA	NA	NA
K09509	DNAJB3; DnaJ homolog subfamily B member 3	NA	NA	NA	NA
K12008	TRIM26; tripartite motif-containing protein 26	NA	NA	NA	NA
K06583	ITGA7; integrin alpha 7	NA	NA	NA	NA
K01839	deoB; phosphopentomutase [EC:5.4.2.7]	NA	NA	NA	NA
K16877	hmfA; 2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]	NA	NA	NA	NA
K03323	SLC29A4, ENT4; solute carrier family 29 (equilibrative nucleoside transporter), member 4	NA	NA	NA	NA
K07965	HPSE2; heparanase 2 [EC:3.2.1.-]	Pathway module	Carbohydrate and lipid metabolism	Glycosaminoglycan metabolism	Heparan sulfate degradation
K09646	SCPEP1; serine carboxypeptidase 1 [EC:3.4.16.-]	NA	NA	NA	NA
K17222	soxA; sulfur-oxidizing protein SoxA	Pathway module	Energy metabolism	Sulfur metabolism	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate
K12022	TRIM46; tripartite motif-containing protein 46	NA	NA	NA	NA
K03629	recF; DNA replication and repair protein RecF	NA	NA	NA	NA
K00209	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	Pathway module	Carbohydrate and lipid metabolism	Fatty acid metabolism	Fatty acid biosynthesis, elongation
K04063	osmC; osmotically inducible protein OsmC	NA	NA	NA	NA
K06759	CNTN1; contactin 1	NA	NA	NA	NA
K12380	RASA3; Ras GTPase-activating protein 3	NA	NA	NA	NA
K04133	CHRM5; muscarinic acetylcholine receptor M5	NA	NA	NA	NA
K12753	MYL5; myosin regulatory light chain 5	NA	NA	NA	NA
K18893	vcaM; ATP-binding cassette, subfamily B, multidrug efflux pump	NA	NA	NA	NA
K08464	GPR128; G protein-coupled receptor 128	NA	NA	NA	NA
K07448	mrr; restriction system protein	NA	NA	NA	NA
K00316	spdH; spermidine dehydrogenase [EC:1.5.99.6]	NA	NA	NA	NA
K04827	SCNN1G; amiloride-sensitive sodium channel subunit gamma	NA	NA	NA	NA
K04304	CXCR7, RDC1; C-X-C chemokine receptor type 7	NA	NA	NA	NA
K10184	TBX19; T-box protein 19	NA	NA	NA	NA
K01786	araD; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	NA	NA	NA	NA
K03646	tolA; colicin import membrane protein	NA	NA	NA	NA
K08841	TESK1; testis-specific kinase 1 [EC:2.7.12.1]	NA	NA	NA	NA
K04888	KCNC2; potassium voltage-gated channel Shaw-related subfamily C member 2	NA	NA	NA	NA
K10749	GMNN; geminin	NA	NA	NA	NA
K01407	ptrA; protease III [EC:3.4.24.55]	NA	NA	NA	NA
K17726	CYP4F2_3; leukotriene-B4 20-monooxygenase / phylloquinone omega-hydroxylase [EC:1.14.13.30 1.14.13.194]	NA	NA	NA	NA
K11177	yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]	Pathway module	Nucleotide and amino acid metabolism	Purine metabolism	Purine degradation, xanthine => urea
K15626	NUPR1, COM1; nuclear protein, 1	NA	NA	NA	NA
K11669	INO80E; INO80 complex subunit E	NA	NA	NA	NA
K05772	tupA, vupA; tungstate transport system substrate-binding protein	Structural complex	Environmental information processing	Mineral and organic ion transport system	Tungstate transport system
K13957	KLHL33; kelch-like protein 33	NA	NA	NA	NA
K17348	TSPAN1; tetraspanin-1	NA	NA	NA	NA
K14761	ybcJ; ribosome-associated protein	NA	NA	NA	NA
K07235	tusD, dsrE; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]	NA	NA	NA	NA
K10023	aotM; arginine/ornithine transport system permease protein	Structural complex	Environmental information processing	Phosphate and amino acid transport system	Arginine/ornithine transport system
K08321	lsrF; 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase [EC:2.3.1.245]	NA	NA	NA	NA
K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	NA	NA	NA	NA
K17828	pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]	Pathway module	Nucleotide and amino acid metabolism	Pyrimidine metabolism	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
K05604	CNDP1; beta-Ala-His dipeptidase [EC:3.4.13.20]	NA	NA	NA	NA
K17322	K17322, glpP; glycerol transport system permease protein	Structural complex	Environmental information processing	Saccharide, polyol, and lipid transport system	Glycerol transport system
K02833	HRAS; GTPase HRas	NA	NA	NA	NA
K05090	CSF1R, FMS, CD115; macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]	NA	NA	NA	NA
K05830	lysJ, argD; LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase [EC:2.6.1.-]	Pathway module	Nucleotide and amino acid metabolism	Lysine metabolism	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine
K05830	lysJ, argD; LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase [EC:2.6.1.-]	Pathway module	Nucleotide and amino acid metabolism	Arginine and proline metabolism	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine
K17534	MLK4, KIAA1804; mitogen-activated protein kinase kinase kinase MLK4 [EC:2.7.11.25]	Functional set	Environmental information processing	Cell signaling	MAPK (JNK) signaling
K17534	MLK4, KIAA1804; mitogen-activated protein kinase kinase kinase MLK4 [EC:2.7.11.25]	Functional set	Environmental information processing	Cell signaling	MAPK (p38) signaling
K09092	TCFL5, CHA; transcription factor-like 5	NA	NA	NA	NA
K10334	ASB12; ankyrin repeat and SOCS box protein 12	NA	NA	NA	NA
K08748	SLC27A5, FATP5; solute carrier family 27 (fatty acid transporter), member 5 [EC:6.2.1.7]	Pathway module	Carbohydrate and lipid metabolism	Sterol biosynthesis	Bile acid biosynthesis, cholesterol => cholate
K08748	SLC27A5, FATP5; solute carrier family 27 (fatty acid transporter), member 5 [EC:6.2.1.7]	Pathway module	Carbohydrate and lipid metabolism	Sterol biosynthesis	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate
K11671	NFRKB, INO80G; nuclear factor related to kappa-B-binding protein	NA	NA	NA	NA
K06590	ITGB7; integrin beta 7	NA	NA	NA	NA
K16074	zntB; zinc transporter	NA	NA	NA	NA
K07577	K07577; putative mRNA 3-end processing factor	NA	NA	NA	NA
K13778	atuC; geranyl-CoA carboxylase beta subunit [EC:6.4.1.5]	NA	NA	NA	NA
K04198	EDNRB; endothelin receptor type B	NA	NA	NA	NA
K06758	CHL1; L1 cell adhesion molecule like protein	NA	NA	NA	NA
K16770	CNTRL; centriolin	NA	NA	NA	NA
K05213	GRIN3A; glutamate receptor ionotropic, NMDA 3A	NA	NA	NA	NA
K00445	WNT6; wingless-type MMTV integration site family, member 6	Functional set	Environmental information processing	Cell signaling	Wnt signaling
K02164	norE; nitric oxide reductase NorE protein	NA	NA	NA	NA
K16355	LRFN2, SALM1; leucine-rich repeat and fibronectin type-III domain-containing protein 2	NA	NA	NA	NA
K10318	FBXO43, EMI2; F-box protein 43	NA	NA	NA	NA
K16588	HAUS5; HAUS augmin-like complex subunit 5	NA	NA	NA	NA
K09178	TFAP2D; transcription factor AP-2 delta	NA	NA	NA	NA
K00340	nuoK; NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]	Structural complex	Energy metabolism	ATP synthesis	NADH:quinone oxidoreductase, prokaryotes
K07994	MMP13; matrix metalloproteinase-13 (collagenase 3) [EC:3.4.24.-]	NA	NA	NA	NA
K02301	cyoE; protoheme IX farnesyltransferase [EC:2.5.1.-]	NA	NA	NA	NA
K07572	K07572; putative nucleotide binding protein	NA	NA	NA	NA
K18148	rtcB; release factor H-coupled RctB family protein	NA	NA	NA	NA
K02005	ABC.CD.TX; HlyD family secretion protein	NA	NA	NA	NA
K08351	bisC; biotin/methionine sulfoxide reductase [EC:1.-.-.-]	NA	NA	NA	NA
K10018	occT, nocT; octopine/nopaline transport system substrate-binding protein	Structural complex	Environmental information processing	Phosphate and amino acid transport system	Octopine/nopaline transport system
K15607	TLX3, HOX11L2; T-cell leukemia homeobox protein 3	NA	NA	NA	NA
K12033	TRIM68; tripartite motif-containing protein 68 [EC:2.3.2.27]	NA	NA	NA	NA
K13765	RGS9; regulator of G-protein signaling 9	NA	NA	NA	NA
K17333	NFATC3, NFAT4; nuclear factor of activated T-cells, cytoplasmic 3	NA	NA	NA	NA
K00113	glpC; glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3]	NA	NA	NA	NA
K01608	gcl; tartronate-semialdehyde synthase [EC:4.1.1.47]	NA	NA	NA	NA
K16822	FRMD6; FERM domain-containing protein 6	Functional set	Environmental information processing	Cell signaling	Hippo signaling
K08146	SLC2A9, GLUT9; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 9	NA	NA	NA	NA
K03617	rnfA; electron transport complex protein RnfA	NA	NA	NA	NA
K10763	hda; DnaA-homolog protein	NA	NA	NA	NA
K17577	SH2D4A; SH2 domain-containing protein 4A	NA	NA	NA	NA
K18985	ELMO2, CED12A; engulfment and cell motility protein 2	NA	NA	NA	NA
K14527	RPP20, POP7; ribonuclease P/MRP protein subunit RPP20 [EC:3.1.26.5]	NA	NA	NA	NA
K05810	yfiH; laccase domain-containing protein	NA	NA	NA	NA
K03761	kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease	NA	NA	NA	NA
K04713	SUR2; sphinganine C4-monooxygenase [EC:1.14.18.5]	NA	NA	NA	NA
K08891	FGR, SRC2; tyrosine-protein kinase Fgr [EC:2.7.10.2]	NA	NA	NA	NA
K03705	hrcA; heat-inducible transcriptional repressor	NA	NA	NA	NA
K11961	urtC; urea transport system permease protein	Structural complex	Environmental information processing	Phosphate and amino acid transport system	Urea transport system
K09843	E1.14.13.93; (+)-abscisic acid 8'-hydroxylase [EC:1.14.13.93]	NA	NA	NA	NA
K04489	CASPN; caspase invertebrate [EC:3.4.22.-]	Functional set	Environmental information processing	Cell signaling	Apoptotic machinery
K17655	MRPP3; mitochondrial ribonuclease P protein 3	NA	NA	NA	NA
K15539	rodZ; cytoskeleton protein RodZ	NA	NA	NA	NA
K14260	alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]	NA	NA	NA	NA
K17241	aguE; alpha-1,4-digalacturonate transport system substrate-binding protein	Structural complex	Environmental information processing	Saccharide, polyol, and lipid transport system	alpha-1,4-Digalacturonate transport system
K03990	C3; complement component 3	NA	NA	NA	NA
K04205	NPY2R; neuropeptide Y receptor type 2	NA	NA	NA	NA
K13502	STX4; syntaxin 4	NA	NA	NA	NA
K04214	OPRK1; kappa-type opioid receptor	NA	NA	NA	NA
K14083	mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]	Pathway module	Energy metabolism	Methane metabolism	Methanogenesis, methylamine/dimethylamine/trimethylamine  => methane
K10112	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein	Structural complex	Environmental information processing	Saccharide, polyol, and lipid transport system	Maltose/maltodextrin transport system
K10112	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein	Structural complex	Environmental information processing	Saccharide, polyol, and lipid transport system	Multiple sugar transport system
K10112	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein	Structural complex	Environmental information processing	Saccharide, polyol, and lipid transport system	alpha-Glucoside transport system
K10112	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein	Structural complex	Environmental information processing	Saccharide, polyol, and lipid transport system	Glucose/mannose transport system
K10112	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein	Structural complex	Environmental information processing	Saccharide, polyol, and lipid transport system	Cellobiose transport system
K10112	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein	Structural complex	Environmental information processing	Saccharide, polyol, and lipid transport system	N,N'-Diacetylchitobiose transport system
